Station,Date,On or Off,Time,Passenger
남포,20190203,하차,14,2395
남포,20190203,하차,15,2321
남포,20190203,하차,16,1935
남포,20190203,하차,17,1804
남포,20190203,하차,18,1380
남포,20190203,하차,19,982
남포,20190203,하차,20,733
남포,20190203,하차,21,373
남포,20190203,하차,22,365
남포,20190203,하차,23,212
남포,20190204,승차,6,99
남포,20190204,승차,7,120
남포,20190204,승차,8,263
남포,20190204,승차,9,371
남포,20190204,승차,10,462
남포,20190204,승차,11,657
남포,20190204,승차,12,735
남포,20190204,승차,13,946
남포,20190204,승차,14,1304
남포,20190204,승차,15,1591
남포,20190204,승차,16,1718
남포,20190204,승차,17,1860
남포,20190204,승차,18,1819
남포,20190204,승차,19,1548
남포,20190204,승차,20,1306
남포,20190204,승차,21,1005
남포,20190204,승차,22,660
남포,20190204,승차,23,242
남포,20190204,하차,6,126
남포,20190204,하차,7,161
남포,20190204,하차,8,355
남포,20190204,하차,9,548
남포,20190204,하차,10,972
남포,20190204,하차,11,1668
남포,20190204,하차,12,1870
남포,20190204,하차,13,2149
남포,20190204,하차,14,2030
남포,20190204,하차,15,1937
남포,20190204,하차,16,1821
남포,20190204,하차,17,1596
남포,20190204,하차,18,1313
남포,20190204,하차,19,869
남포,20190204,하차,20,674
남포,20190204,하차,21,350
남포,20190204,하차,22,300
남포,20190204,하차,23,145
남포,20190205,승차,6,133
남포,20190205,승차,7,214
남포,20190205,승차,8,272
남포,20190205,승차,9,296
남포,20190205,승차,10,446
남포,20190205,승차,11,515
남포,20190205,승차,12,640
남포,20190205,승차,13,717
남포,20190205,승차,14,953
남포,20190205,승차,15,1168
남포,20190205,승차,16,1339
남포,20190205,승차,17,1441
남포,20190205,승차,18,1418
남포,20190205,승차,19,1162
남포,20190205,승차,20,1156
남포,20190205,승차,21,867
남포,20190205,승차,22,669
남포,20190205,승차,23,248
남포,20190205,하차,6,107
남포,20190205,하차,7,231
남포,20190205,하차,8,406
남포,20190205,하차,9,396
남포,20190205,하차,10,582
남포,20190205,하차,11,902
남포,20190205,하차,12,1230
남포,20190205,하차,13,1560
남포,20190205,하차,14,1705
남포,20190205,하차,15,1721
남포,20190205,하차,16,1639
남포,20190205,하차,17,1459
남포,20190205,하차,18,1205
남포,20190205,하차,19,828
남포,20190205,하차,20,533
남포,20190205,하차,21,381
남포,20190205,하차,22,286
남포,20190205,하차,23,143
남포,20190206,승차,6,80
남포,20190206,승차,7,117
남포,20190206,승차,8,255
남포,20190206,승차,9,356
남포,20190206,승차,10,493
남포,20190206,승차,11,643
남포,20190206,승차,12,881
남포,20190206,승차,13,1094
남포,20190206,승차,14,1632
남포,20190206,승차,15,1964
남포,20190206,승차,16,2357
남포,20190206,승차,17,2508
남포,20190206,승차,18,2324
남포,20190206,승차,19,2000
남포,20190206,승차,20,1954
남포,20190206,승차,21,1313
남포,20190206,승차,22,822
남포,20190206,승차,23,232
남포,20190206,하차,6,109
남포,20190206,하차,7,124
남포,20190206,하차,8,325
남포,20190206,하차,9,823
남포,20190206,하차,10,1119
남포,20190206,하차,11,1868
남포,20190206,하차,12,2254
남포,20190206,하차,13,2607
남포,20190206,하차,14,2837
남포,20190206,하차,15,2520
남포,20190206,하차,16,2202
남포,20190206,하차,17,1797
남포,20190206,하차,18,1347
남포,20190206,하차,19,812
남포,20190206,하차,20,634
남포,20190206,하차,21,480
남포,20190206,하차,22,321
남포,20190206,하차,23,166
남포,20190207,승차,6,254
남포,20190207,승차,7,561
남포,20190207,승차,8,791
남포,20190207,승차,9,572
남포,20190207,승차,10,630
남포,20190207,승차,11,790
남포,20190207,승차,12,1097
남포,20190207,승차,13,1305
남포,20190207,승차,14,1606
남포,20190207,승차,15,1850
남포,20190207,승차,16,2040
남포,20190207,승차,17,2441
남포,20190207,승차,18,2739
남포,20190207,승차,19,1895
남포,20190207,승차,20,1581
남포,20190207,승차,21,1263
남포,20190207,승차,22,760
남포,20190207,승차,23,275
남포,20190207,하차,6,337
남포,20190207,하차,7,884
남포,20190207,하차,8,1648
남포,20190207,하차,9,1318
남포,20190207,하차,10,1497
남포,20190207,하차,11,1625
남포,20190207,하차,12,2019
남포,20190207,하차,13,2200
남포,20190207,하차,14,2088
남포,20190207,하차,15,1821
남포,20190207,하차,16,1758
남포,20190207,하차,17,1769
남포,20190207,하차,18,2022
남포,20190207,하차,19,1180
남포,20190207,하차,20,740
남포,20190207,하차,21,459
남포,20190207,하차,22,425
남포,20190207,하차,23,240
남포,20190208,승차,6,245
남포,20190208,승차,7,540
남포,20190208,승차,8,820
남포,20190208,승차,9,682
남포,20190208,승차,10,666
남포,20190208,승차,11,819
남포,20190208,승차,12,1096
남포,20190208,승차,13,1351
남포,20190208,승차,14,1681
남포,20190208,승차,15,1864
남포,20190208,승차,16,2043
남포,20190208,승차,17,2537
남포,20190208,승차,18,2992
남포,20190208,승차,19,2005
남포,20190208,승차,20,1801
남포,20190208,승차,21,1326
남포,20190208,승차,22,949
남포,20190208,승차,23,304
남포,20190208,하차,6,361
남포,20190208,하차,7,921
남포,20190208,하차,8,1792
남포,20190208,하차,9,1420
남포,20190208,하차,10,1495
남포,20190208,하차,11,1861
남포,20190208,하차,12,2107
남포,20190208,하차,13,2139
남포,20190208,하차,14,1856
남포,20190208,하차,15,1859
남포,20190208,하차,16,1831
남포,20190208,하차,17,2072
남포,20190208,하차,18,2309
남포,20190208,하차,19,1425
남포,20190208,하차,20,936
남포,20190208,하차,21,578
남포,20190208,하차,22,495
남포,20190208,하차,23,273
남포,20190209,승차,6,178
남포,20190209,승차,7,266
남포,20190209,승차,8,473
남포,20190209,승차,9,548
남포,20190209,승차,10,654
남포,20190209,승차,11,876
남포,20190209,승차,12,1297
남포,20190209,승차,13,1698
남포,20190209,승차,14,1880
남포,20190209,승차,15,2612
남포,20190209,승차,16,3011
남포,20190209,승차,17,3103
남포,20190209,승차,18,2958
남포,20190209,승차,19,2360
남포,20190209,승차,20,2178
남포,20190209,승차,21,1602
남포,20190209,승차,22,989
남포,20190209,승차,23,312
남포,20190209,하차,6,306
남포,20190209,하차,7,392
남포,20190209,하차,8,732
남포,20190209,하차,9,1292
남포,20190209,하차,10,1589
남포,20190209,하차,11,2451
남포,20190209,하차,12,3253
남포,20190209,하차,13,3468
남포,20190209,하차,14,3010
남포,20190209,하차,15,2738
남포,20190209,하차,16,2545
남포,20190209,하차,17,2413
남포,20190209,하차,18,1851
남포,20190209,하차,19,1247
남포,20190209,하차,20,761
남포,20190209,하차,21,608
남포,20190209,하차,22,434
남포,20190209,하차,23,332
남포,20190210,승차,6,111
남포,20190210,승차,7,194
남포,20190210,승차,8,288
남포,20190210,승차,9,434
남포,20190210,승차,10,677
남포,20190210,승차,11,668
남포,20190210,승차,12,995
남포,20190210,승차,13,1239
남포,20190210,승차,14,1810
남포,20190210,승차,15,2209
남포,20190210,승차,16,2430
남포,20190210,승차,17,2383
남포,20190210,승차,18,2048
남포,20190210,승차,19,1918
남포,20190210,승차,20,1663
남포,20190210,승차,21,1031
남포,20190210,승차,22,596
남포,20190210,승차,23,179
남포,20190210,하차,6,165
남포,20190210,하차,7,198
남포,20190210,하차,8,475
남포,20190210,하차,9,1178
남포,20190210,하차,10,1407
남포,20190210,하차,11,1950
남포,20190210,하차,12,2303
남포,20190210,하차,13,2631
남포,20190210,하차,14,2469
남포,20190210,하차,15,2230
남포,20190210,하차,16,1959
남포,20190210,하차,17,1606
남포,20190210,하차,18,1122
남포,20190210,하차,19,856
남포,20190210,하차,20,626
남포,20190210,하차,21,393
남포,20190210,하차,22,235
남포,20190210,하차,23,150
남포,20190211,승차,6,282
남포,20190211,승차,7,599
남포,20190211,승차,8,898
남포,20190211,승차,9,668
남포,20190211,승차,10,686
남포,20190211,승차,11,849
남포,20190211,승차,12,1141
남포,20190211,승차,13,1308
남포,20190211,승차,14,1500
남포,20190211,승차,15,1869
남포,20190211,승차,16,1997
남포,20190211,승차,17,2247
남포,20190211,승차,18,2669
남포,20190211,승차,19,1644
남포,20190211,승차,20,1503
남포,20190211,승차,21,1124
남포,20190211,승차,22,686
남포,20190211,승차,23,176
남포,20190211,하차,6,406
남포,20190211,하차,7,954
남포,20190211,하차,8,1871
남포,20190211,하차,9,1399
남포,20190211,하차,10,1456
남포,20190211,하차,11,1553
남포,20190211,하차,12,1972
남포,20190211,하차,13,1982
남포,20190211,하차,14,1821
남포,20190211,하차,15,1691
남포,20190211,하차,16,1617
남포,20190211,하차,17,1816
남포,20190211,하차,18,2021
남포,20190211,하차,19,1168
남포,20190211,하차,20,735
남포,20190211,하차,21,492
남포,20190211,하차,22,378
남포,20190211,하차,23,230
남포,20190212,승차,6,283
남포,20190212,승차,7,558
남포,20190212,승차,8,874
남포,20190212,승차,9,748
남포,20190212,승차,10,701
남포,20190212,승차,11,912
남포,20190212,승차,12,1127
남포,20190212,승차,13,1426
남포,20190212,승차,14,1700
남포,20190212,승차,15,1936
남포,20190212,승차,16,2019
남포,20190212,승차,17,2453
남포,20190212,승차,18,2626
남포,20190212,승차,19,1571
남포,20190212,승차,20,1454
남포,20190212,승차,21,1120
남포,20190212,승차,22,711
남포,20190212,승차,23,247
남포,20190212,하차,6,403
남포,20190212,하차,7,921
남포,20190212,하차,8,1844
남포,20190212,하차,9,1558
남포,20190212,하차,10,1516
남포,20190212,하차,11,1656
남포,20190212,하차,12,2055
남포,20190212,하차,13,2193
남포,20190212,하차,14,1806
남포,20190212,하차,15,1667
남포,20190212,하차,16,1713
남포,20190212,하차,17,1817
남포,20190212,하차,18,2022
남포,20190212,하차,19,1154
남포,20190212,하차,20,701
남포,20190212,하차,21,500
남포,20190212,하차,22,391
남포,20190212,하차,23,218
남포,20190213,승차,6,253
남포,20190213,승차,7,562
남포,20190213,승차,8,889
남포,20190213,승차,9,668
남포,20190213,승차,10,673
남포,20190213,승차,11,878
남포,20190213,승차,12,1164
남포,20190213,승차,13,1302
남포,20190213,승차,14,1702
남포,20190213,승차,15,1736
남포,20190213,승차,16,1874
남포,20190213,승차,17,2320
남포,20190213,승차,18,2704
남포,20190213,승차,19,1685
남포,20190213,승차,20,1548
남포,20190213,승차,21,1123
남포,20190213,승차,22,727
남포,20190213,승차,23,240
남포,20190213,하차,6,422
남포,20190213,하차,7,910
남포,20190213,하차,8,1899
남포,20190213,하차,9,1467
남포,20190213,하차,10,1644
남포,20190213,하차,11,1719
남포,20190213,하차,12,1768
남포,20190213,하차,13,2148
남포,20190213,하차,14,1718
남포,20190213,하차,15,1534
남포,20190213,하차,16,1636
남포,20190213,하차,17,1782
남포,20190213,하차,18,2161
남포,20190213,하차,19,1212
남포,20190213,하차,20,776
남포,20190213,하차,21,497
남포,20190213,하차,22,417
남포,20190213,하차,23,236
남포,20190214,승차,6,272
남포,20190214,승차,7,497
남포,20190214,승차,8,857
남포,20190214,승차,9,686
남포,20190214,승차,10,658
남포,20190214,승차,11,839
남포,20190214,승차,12,1139
남포,20190214,승차,13,1350
남포,20190214,승차,14,1512
남포,20190214,승차,15,1686
남포,20190214,승차,16,1855
남포,20190214,승차,17,2535
남포,20190214,승차,18,2546
남포,20190214,승차,19,1862
남포,20190214,승차,20,1584
남포,20190214,승차,21,1209
남포,20190214,승차,22,815
남포,20190214,승차,23,266
남포,20190214,하차,6,404
남포,20190214,하차,7,813
남포,20190214,하차,8,1727
남포,20190214,하차,9,1372
남포,20190214,하차,10,1450
남포,20190214,하차,11,1715
남포,20190214,하차,12,1932
남포,20190214,하차,13,2057
남포,20190214,하차,14,1770
남포,20190214,하차,15,1716
남포,20190214,하차,16,1724
남포,20190214,하차,17,1909
남포,20190214,하차,18,2211
남포,20190214,하차,19,1203
남포,20190214,하차,20,805
남포,20190214,하차,21,482
남포,20190214,하차,22,466
남포,20190214,하차,23,253
남포,20190215,승차,6,245
남포,20190215,승차,7,505
남포,20190215,승차,8,889
남포,20190215,승차,9,637
남포,20190215,승차,10,657
남포,20190215,승차,11,890
남포,20190215,승차,12,1079
남포,20190215,승차,13,1293
남포,20190215,승차,14,1593
남포,20190215,승차,15,1731
남포,20190215,승차,16,1963
남포,20190215,승차,17,2414
남포,20190215,승차,18,2714
남포,20190215,승차,19,1794
남포,20190215,승차,20,1629
남포,20190215,승차,21,1195
남포,20190215,승차,22,833
남포,20190215,승차,23,347
남포,20190215,하차,6,366
남포,20190215,하차,7,770
남포,20190215,하차,8,1706
남포,20190215,하차,9,1402
남포,20190215,하차,10,1427
남포,20190215,하차,11,1663
남포,20190215,하차,12,1950
남포,20190215,하차,13,1973
남포,20190215,하차,14,1845
남포,20190215,하차,15,1706
남포,20190215,하차,16,1844
남포,20190215,하차,17,1961
남포,20190215,하차,18,2226
남포,20190215,하차,19,1438
남포,20190215,하차,20,892
남포,20190215,하차,21,607
남포,20190215,하차,22,475
남포,20190215,하차,23,303
남포,20190216,승차,6,188
남포,20190216,승차,7,279
남포,20190216,승차,8,493
남포,20190216,승차,9,610
남포,20190216,승차,10,684
남포,20190216,승차,11,953
남포,20190216,승차,12,1165
남포,20190216,승차,13,1479
남포,20190216,승차,14,1880
남포,20190216,승차,15,2277
남포,20190216,승차,16,2822
남포,20190216,승차,17,3031
남포,20190216,승차,18,2665
남포,20190216,승차,19,2221
남포,20190216,승차,20,2159
남포,20190216,승차,21,1494
남포,20190216,승차,22,905
남포,20190216,승차,23,392
남포,20190216,하차,6,282
남포,20190216,하차,7,408
남포,20190216,하차,8,704
남포,20190216,하차,9,1352
남포,20190216,하차,10,1599
남포,20190216,하차,11,2302
남포,20190216,하차,12,2805
남포,20190216,하차,13,3025
남포,20190216,하차,14,2632
남포,20190216,하차,15,2703
남포,20190216,하차,16,2373
남포,20190216,하차,17,2404
남포,20190216,하차,18,2103
남포,20190216,하차,19,1240
남포,20190216,하차,20,782
남포,20190216,하차,21,570
남포,20190216,하차,22,472
남포,20190216,하차,23,244
남포,20190217,승차,6,129
남포,20190217,승차,7,184
남포,20190217,승차,8,322
남포,20190217,승차,9,495
남포,20190217,승차,10,610
남포,20190217,승차,11,771
남포,20190217,승차,12,1004
남포,20190217,승차,13,1234
남포,20190217,승차,14,1733
남포,20190217,승차,15,1964
남포,20190217,승차,16,2453
남포,20190217,승차,17,2343
남포,20190217,승차,18,2225
남포,20190217,승차,19,1860
남포,20190217,승차,20,1569
남포,20190217,승차,21,1045
남포,20190217,승차,22,682
남포,20190217,승차,23,229
남포,20190217,하차,6,145
남포,20190217,하차,7,199
남포,20190217,하차,8,401
남포,20190217,하차,9,1064
남포,20190217,하차,10,1429
남포,20190217,하차,11,2000
남포,20190217,하차,12,2215
남포,20190217,하차,13,2630
남포,20190217,하차,14,2475
남포,20190217,하차,15,2176
남포,20190217,하차,16,1937
남포,20190217,하차,17,1566
남포,20190217,하차,18,1258
남포,20190217,하차,19,821
남포,20190217,하차,20,605
남포,20190217,하차,21,374
남포,20190217,하차,22,299
남포,20190217,하차,23,164
남포,20190218,승차,6,278
남포,20190218,승차,7,575
남포,20190218,승차,8,843
남포,20190218,승차,9,639
남포,20190218,승차,10,632
남포,20190218,승차,11,829
남포,20190218,승차,12,995
남포,20190218,승차,13,1231
남포,20190218,승차,14,1539
남포,20190218,승차,15,1670
남포,20190218,승차,16,1833
남포,20190218,승차,17,2199
남포,20190218,승차,18,2437
남포,20190218,승차,19,1448
남포,20190218,승차,20,1310
남포,20190218,승차,21,962
남포,20190218,승차,22,563
남포,20190218,승차,23,214
남포,20190218,하차,6,397
남포,20190218,하차,7,824
남포,20190218,하차,8,1691
남포,20190218,하차,9,1299
남포,20190218,하차,10,1413
남포,20190218,하차,11,1598
남포,20190218,하차,12,1796
남포,20190218,하차,13,1987
남포,20190218,하차,14,1692
남포,20190218,하차,15,1616
남포,20190218,하차,16,1558
남포,20190218,하차,17,1604
남포,20190218,하차,18,1887
남포,20190218,하차,19,994
남포,20190218,하차,20,685
남포,20190218,하차,21,436
남포,20190218,하차,22,363
남포,20190218,하차,23,179
남포,20190219,승차,6,263
남포,20190219,승차,7,496
남포,20190219,승차,8,768
남포,20190219,승차,9,564
남포,20190219,승차,10,489
남포,20190219,승차,11,649
남포,20190219,승차,12,891
남포,20190219,승차,13,1085
남포,20190219,승차,14,1208
남포,20190219,승차,15,1424
남포,20190219,승차,16,1478
남포,20190219,승차,17,1949
남포,20190219,승차,18,2315
남포,20190219,승차,19,1435
남포,20190219,승차,20,1306
남포,20190219,승차,21,994
남포,20190219,승차,22,730
남포,20190219,승차,23,252
남포,20190219,하차,6,302
남포,20190219,하차,7,735
남포,20190219,하차,8,1595
남포,20190219,하차,9,1337
남포,20190219,하차,10,1152
남포,20190219,하차,11,1179
남포,20190219,하차,12,1400
남포,20190219,하차,13,1560
남포,20190219,하차,14,1466
남포,20190219,하차,15,1408
남포,20190219,하차,16,1403
남포,20190219,하차,17,1507
남포,20190219,하차,18,1801
남포,20190219,하차,19,1085
남포,20190219,하차,20,667
남포,20190219,하차,21,500
남포,20190219,하차,22,395
남포,20190219,하차,23,217
남포,20190220,승차,6,284
남포,20190220,승차,7,532
남포,20190220,승차,8,838
남포,20190220,승차,9,584
남포,20190220,승차,10,662
남포,20190220,승차,11,847
남포,20190220,승차,12,1119
남포,20190220,승차,13,1314
남포,20190220,승차,14,1617
남포,20190220,승차,15,1776
남포,20190220,승차,16,1955
남포,20190220,승차,17,2330
남포,20190220,승차,18,2798
남포,20190220,승차,19,1680
남포,20190220,승차,20,1565
남포,20190220,승차,21,1211
남포,20190220,승차,22,724
남포,20190220,승차,23,259
남포,20190220,하차,6,393
남포,20190220,하차,7,820
남포,20190220,하차,8,1713
남포,20190220,하차,9,1481
남포,20190220,하차,10,1509
남포,20190220,하차,11,1761
남포,20190220,하차,12,1975
남포,20190220,하차,13,1951
남포,20190220,하차,14,1824
남포,20190220,하차,15,1749
남포,20190220,하차,16,1583
남포,20190220,하차,17,1906
남포,20190220,하차,18,2161
남포,20190220,하차,19,1217
남포,20190220,하차,20,726
남포,20190220,하차,21,468
남포,20190220,하차,22,408
남포,20190220,하차,23,258
남포,20190221,승차,6,286
남포,20190221,승차,7,553
남포,20190221,승차,8,858
남포,20190221,승차,9,623
남포,20190221,승차,10,637
남포,20190221,승차,11,821
남포,20190221,승차,12,1164
남포,20190221,승차,13,1384
남포,20190221,승차,14,1614
남포,20190221,승차,15,1863
남포,20190221,승차,16,2081
남포,20190221,승차,17,2525
남포,20190221,승차,18,2693
남포,20190221,승차,19,1590
남포,20190221,승차,20,1552
남포,20190221,승차,21,1133
남포,20190221,승차,22,709
남포,20190221,승차,23,276
남포,20190221,하차,6,399
남포,20190221,하차,7,853
남포,20190221,하차,8,1757
남포,20190221,하차,9,1540
남포,20190221,하차,10,1603
남포,20190221,하차,11,1771
남포,20190221,하차,12,2003
남포,20190221,하차,13,1966
남포,20190221,하차,14,1825
남포,20190221,하차,15,1752
남포,20190221,하차,16,1690
남포,20190221,하차,17,1813
남포,20190221,하차,18,2035
남포,20190221,하차,19,1216
남포,20190221,하차,20,750
남포,20190221,하차,21,441
남포,20190221,하차,22,464
남포,20190221,하차,23,240
남포,20190222,승차,6,269
남포,20190222,승차,7,531
남포,20190222,승차,8,851
남포,20190222,승차,9,719
남포,20190222,승차,10,742
남포,20190222,승차,11,931
남포,20190222,승차,12,1110
남포,20190222,승차,13,1349
남포,20190222,승차,14,1609
남포,20190222,승차,15,1798
남포,20190222,승차,16,1891
남포,20190222,승차,17,2482
남포,20190222,승차,18,2738
남포,20190222,승차,19,1885
남포,20190222,승차,20,1695
남포,20190222,승차,21,1258
남포,20190222,승차,22,832
남포,20190222,승차,23,349
남포,20190222,하차,6,385
남포,20190222,하차,7,812
남포,20190222,하차,8,1736
남포,20190222,하차,9,1344
남포,20190222,하차,10,1500
남포,20190222,하차,11,1785
남포,20190222,하차,12,2010
남포,20190222,하차,13,2200
남포,20190222,하차,14,1878
남포,20190222,하차,15,1799
남포,20190222,하차,16,1762
남포,20190222,하차,17,2021
남포,20190222,하차,18,2308
남포,20190222,하차,19,1426
남포,20190222,하차,20,805
남포,20190222,하차,21,654
남포,20190222,하차,22,446
남포,20190222,하차,23,259
남포,20190223,승차,6,197
남포,20190223,승차,7,327
남포,20190223,승차,8,500
남포,20190223,승차,9,564
남포,20190223,승차,10,651
남포,20190223,승차,11,929
남포,20190223,승차,12,1233
남포,20190223,승차,13,1604
남포,20190223,승차,14,2007
남포,20190223,승차,15,2318
남포,20190223,승차,16,2456
남포,20190223,승차,17,2751
남포,20190223,승차,18,2615
남포,20190223,승차,19,2149
남포,20190223,승차,20,2008
남포,20190223,승차,21,1520
남포,20190223,승차,22,1004
남포,20190223,승차,23,390
남포,20190223,하차,6,310
남포,20190223,하차,7,393
남포,20190223,하차,8,704
남포,20190223,하차,9,1251
남포,20190223,하차,10,1601
남포,20190223,하차,11,2455
남포,20190223,하차,12,2721
남포,20190223,하차,13,3078
남포,20190223,하차,14,2844
남포,20190223,하차,15,2585
남포,20190223,하차,16,2485
남포,20190223,하차,17,2376
남포,20190223,하차,18,1836
남포,20190223,하차,19,1286
남포,20190223,하차,20,764
남포,20190223,하차,21,600
남포,20190223,하차,22,433
남포,20190223,하차,23,246
남포,20190224,승차,6,132
남포,20190224,승차,7,190
남포,20190224,승차,8,353
남포,20190224,승차,9,455
남포,20190224,승차,10,598
남포,20190224,승차,11,771
남포,20190224,승차,12,1032
남포,20190224,승차,13,1222
남포,20190224,승차,14,1830
남포,20190224,승차,15,2146
남포,20190224,승차,16,2578
남포,20190224,승차,17,2498
남포,20190224,승차,18,2223
남포,20190224,승차,19,1998
남포,20190224,승차,20,1688
남포,20190224,승차,21,1143
남포,20190224,승차,22,665
남포,20190224,승차,23,219
남포,20190224,하차,6,156
남포,20190224,하차,7,241
남포,20190224,하차,8,474
남포,20190224,하차,9,1076
남포,20190224,하차,10,1468
남포,20190224,하차,11,2097
남포,20190224,하차,12,2388
남포,20190224,하차,13,2689
남포,20190224,하차,14,2725
남포,20190224,하차,15,2278
남포,20190224,하차,16,2107
남포,20190224,하차,17,1585
남포,20190224,하차,18,1245
남포,20190224,하차,19,843
남포,20190224,하차,20,546
남포,20190224,하차,21,451
남포,20190224,하차,22,303
남포,20190224,하차,23,158
남포,20190225,승차,6,270
남포,20190225,승차,7,565
남포,20190225,승차,8,904
남포,20190225,승차,9,631
남포,20190225,승차,10,660
남포,20190225,승차,11,837
남포,20190225,승차,12,1155
남포,20190225,승차,13,1283
남포,20190225,승차,14,1597
남포,20190225,승차,15,1679
남포,20190225,승차,16,1987
남포,20190225,승차,17,2184
남포,20190225,승차,18,2510
남포,20190225,승차,19,1689
남포,20190225,승차,20,1488
남포,20190225,승차,21,1101
남포,20190225,승차,22,669
남포,20190225,승차,23,200
남포,20190225,하차,6,403
남포,20190225,하차,7,807
남포,20190225,하차,8,1696
남포,20190225,하차,9,1377
남포,20190225,하차,10,1424
남포,20190225,하차,11,1630
남포,20190225,하차,12,1800
남포,20190225,하차,13,2286
남포,20190225,하차,14,1825
남포,20190225,하차,15,1718
남포,20190225,하차,16,1597
남포,20190225,하차,17,1659
남포,20190225,하차,18,1986
남포,20190225,하차,19,1113
남포,20190225,하차,20,648
남포,20190225,하차,21,499
남포,20190225,하차,22,415
남포,20190225,하차,23,232
남포,20190226,승차,6,242
남포,20190226,승차,7,533
남포,20190226,승차,8,886
남포,20190226,승차,9,725
남포,20190226,승차,10,658
남포,20190226,승차,11,897
남포,20190226,승차,12,1045
남포,20190226,승차,13,1390
남포,20190226,승차,14,1562
남포,20190226,승차,15,1949
남포,20190226,승차,16,2032
남포,20190226,승차,17,2608
남포,20190226,승차,18,2787
남포,20190226,승차,19,1696
남포,20190226,승차,20,1574
남포,20190226,승차,21,1231
남포,20190226,승차,22,694
남포,20190226,승차,23,255
남포,20190226,하차,6,407
남포,20190226,하차,7,848
남포,20190226,하차,8,1975
남포,20190226,하차,9,1566
남포,20190226,하차,10,1605
남포,20190226,하차,11,1759
남포,20190226,하차,12,1915
남포,20190226,하차,13,2288
남포,20190226,하차,14,1840
남포,20190226,하차,15,1709
남포,20190226,하차,16,1709
남포,20190226,하차,17,1880
남포,20190226,하차,18,2063
남포,20190226,하차,19,1216
남포,20190226,하차,20,712
남포,20190226,하차,21,533
남포,20190226,하차,22,416
남포,20190226,하차,23,256
남포,20190227,승차,6,267
남포,20190227,승차,7,548
남포,20190227,승차,8,897
남포,20190227,승차,9,660
남포,20190227,승차,10,690
남포,20190227,승차,11,831
남포,20190227,승차,12,1056
남포,20190227,승차,13,1276
남포,20190227,승차,14,1469
남포,20190227,승차,15,1687
남포,20190227,승차,16,1789
남포,20190227,승차,17,2409
남포,20190227,승차,18,2620
남포,20190227,승차,19,1510
남포,20190227,승차,20,1466
남포,20190227,승차,21,1203
남포,20190227,승차,22,860
남포,20190227,승차,23,283
남포,20190227,하차,6,391
남포,20190227,하차,7,833
남포,20190227,하차,8,1733
남포,20190227,하차,9,1391
남포,20190227,하차,10,1474
남포,20190227,하차,11,1650
남포,20190227,하차,12,1786
남포,20190227,하차,13,1990
남포,20190227,하차,14,1669
남포,20190227,하차,15,1582
남포,20190227,하차,16,1681
남포,20190227,하차,17,1801
남포,20190227,하차,18,2132
남포,20190227,하차,19,1221
남포,20190227,하차,20,725
남포,20190227,하차,21,495
남포,20190227,하차,22,447
남포,20190227,하차,23,260
남포,20190228,승차,6,257
남포,20190228,승차,7,570
남포,20190228,승차,8,918
남포,20190228,승차,9,706
남포,20190228,승차,10,651
남포,20190228,승차,11,881
남포,20190228,승차,12,1058
남포,20190228,승차,13,1397
남포,20190228,승차,14,1660
남포,20190228,승차,15,1758
남포,20190228,승차,16,1994
남포,20190228,승차,17,2280
남포,20190228,승차,18,2766
남포,20190228,승차,19,1762
남포,20190228,승차,20,1755
남포,20190228,승차,21,1400
남포,20190228,승차,22,975
남포,20190228,승차,23,363
남포,20190228,하차,6,387
남포,20190228,하차,7,806
남포,20190228,하차,8,1728
남포,20190228,하차,9,1579
남포,20190228,하차,10,1732
남포,20190228,하차,11,1834
남포,20190228,하차,12,2106
남포,20190228,하차,13,2049
남포,20190228,하차,14,1902
남포,20190228,하차,15,1807
남포,20190228,하차,16,1827
남포,20190228,하차,17,1958
남포,20190228,하차,18,2244
남포,20190228,하차,19,1414
남포,20190228,하차,20,891
남포,20190228,하차,21,523
남포,20190228,하차,22,452
남포,20190228,하차,23,278
부산역,20190201,승차,6,224
부산역,20190201,승차,7,491
부산역,20190201,승차,8,844
부산역,20190201,승차,9,895
부산역,20190201,승차,10,1276
부산역,20190201,승차,11,1468
부산역,20190201,승차,12,1519
부산역,20190201,승차,13,1716
부산역,20190201,승차,14,1613
부산역,20190201,승차,15,1943
부산역,20190201,승차,16,2731
부산역,20190201,승차,17,2441
부산역,20190201,승차,18,3313
부산역,20190201,승차,19,1766
부산역,20190201,승차,20,1399
부산역,20190201,승차,21,1007
부산역,20190201,승차,22,1272
부산역,20190201,승차,23,438
부산역,20190201,하차,6,376
부산역,20190201,하차,7,949
부산역,20190201,하차,8,2909
부산역,20190201,하차,9,1215
부산역,20190201,하차,10,1016
부산역,20190201,하차,11,1085
부산역,20190201,하차,12,1346
부산역,20190201,하차,13,1437
부산역,20190201,하차,14,1624
부산역,20190201,하차,15,1777
부산역,20190201,하차,16,1589
부산역,20190201,하차,17,1923
부산역,20190201,하차,18,2248
부산역,20190201,하차,19,1437
부산역,20190201,하차,20,924
부산역,20190201,하차,21,723
부산역,20190201,하차,22,518
부산역,20190201,하차,23,313
부산역,20190202,승차,6,159
부산역,20190202,승차,7,199
부산역,20190202,승차,8,723
부산역,20190202,승차,9,1113
부산역,20190202,승차,10,1861
부산역,20190202,승차,11,1926
부산역,20190202,승차,12,1632
부산역,20190202,승차,13,1803
부산역,20190202,승차,14,1588
